"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE"
"250",1992,28,"Autre",NA,"Homme","France",NA,NA,"Secondaire / Collégiales / CEGEP / Lycée / DEP","pas important du tout","oui, quelques-uns","Canada",2,1,1,NA,NA,NA,NA,1,"non","non","détérioré","Peu satisfait",NA,"Peu satisfait",6,NA,NA,"Neutre",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Fortement d’accord","Ni en accord, ni en désaccord",NA,NA,NA,NA,NA,NA,"resté stable",NA,"Moyennement",NA,NA,NA,NA,NA,1,"Plus importante",6,4,5,2,1,3,1,"Un peu",NA,5,"Peu satisfait","Moyennement satisfait",NA,"Oui, mais de moins en moins","Confiance",NA,"Assez en désaccord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord",NA,5,"Indifférent",NA,"Manifestations, pétitions et vote","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Réseaux sociaux","Oui, une fois",NA,"Non",NA,NA,"Réseaux sociaux","Un peu","Oui, de tous bords politiques","Moins d'une heure/jour",2,"Rarement","Facebook","Peu","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Pas très informé",NA,NA,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Oui",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui, je vote toujours",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chirac",NA,"Ne pas voter","Ne pas voter",NA,NA,5,NA,"Oui",NA,NA,NA,NA
"251",1992,28,"Étudiant","moins de $30,000","Femme","Canada","Français",2,"universitaire deuxième cycle et plus","pas important du tout","oui, beaucoup","Canada",1,2,1,"QC",1,"classe supérieure",2,1,"oui","oui","resté stable","Très satisfait",1,"Très satisfait",5,"Parti libéral","Les politiques sont adéquates, permettent à l'économie de rester stable","Neutre","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","Parti libéral","Assez répandue",1,4,"Plutôt bonne opinion","détériorée","améliorée","Très satisfaisant","Peu","Je vais davantage m’intéresser aux politiques proposées","Parti libéral",NA,"Parti libéral",NA,2,"Plus importante",5,2,6,4,3,1,0,"Beaucoup",NA,5,"Très satisfait","Grandement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, totalement","Beaucoup confiance","Correctement","Fortement en désaccord","Fortement d’accord","Fortement en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord",7,10,"Très intéressé",9,"Le vote","Oui",7,2,3,1,4,"Tout à fait","Tout à fait satisfait","Tout à fait en défaveur",5,10,9,1,5,8,8,"Journaux","Non","Peu","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Non","Rarement",2,"Rarement","Autre","Assez","Plutôt d’accord",NA,"Assez en désaccord","Plutôt d’accord","Bien informé",5,10,"Pas confiance","Moyennement confiance","Moyennement confiance","Non","Non",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Chirac",5,"Choisir l'option la moins pire","Voter pour le parti adverse en espérant passer un message","Tout à fait satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"À aucune élection","Parti conservateur",NA
"252",1992,28,"Étudiant et salarié","moins de $30,000","Homme","Canada","Français",1,"universitaire deuxième cycle et plus","assez important","oui, beaucoup","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","Peu satisfait",NA,"Peu satisfait",5,NA,"Les politiques sont adéquates, mais l'économie souffre","Neutre","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","NDP","Assez répandue",8,10,"Plutôt mauvaise opinion","détériorée","resté stable","Assez satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Parti libéral",NA,2,"Plus importante",4,5,1,6,2,3,5,"Un peu",NA,4,"Assez satisfait","Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","Peu confiance","Correctement","Assez en désaccord","Plutôt d’accord","Plutôt en désaccord","Fortement d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord",6,10,"Intéressé",8,"Le vote","Ne sais pas",6,3,2,4,1,"Pas vraiment","Neutre","Plutôt en faveur",8,8,2,5,6,7,2,"Articles internet","Oui, plusieurs fois","Beaucoup","Oui","Parti libéral",NA,"journaux en ligne-papier","Pas du tout","Oui, de tous bords politiques","2-3 heures/jour",3,"Systématiquement","Twitter","Assez","Plutôt d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Bien informé",0,10,"Moyennement confiance","Moyennement confiance",NA,"Non","Non",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,"Macron",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"Une élection sur deux","Parti vert",NA
"253",1992,28,"Salarié à temps partiel","$60,000 à $90,000","Femme","France",NA,2,"universitaire deuxième cycle et plus","pas important du tout","non aucun","Belgique",2,2,1,NA,NA,"classe moyenne",1,1,"oui","oui","détérioré","Très insatisfait",1,"Très insatisfait",8,NA,"Les politiques sont mauvaises","Neutre","Plutôt en désaccord","Plutôt d’accord","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord",NA,"Fortement d’accord","Ni en accord, ni en désaccord","Je ne sais pas","Pas du tout répandue",11,8,"Plutôt bonne opinion","détériorée","détériorée","Peu satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,NA,NA,NA,1,"Ni plus ni moins importante",4,5,6,1,2,3,6,"Un peu",NA,7,"Peu satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Pas confiance","Peu","Plutôt d’accord","Fortement d’accord","Plutôt en désaccord","Fortement d’accord","Plutôt en désaccord","Fortement d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord",10,4,"Indifférent",1,"Le vote","Non",10,3,1,2,4,"De manière satisfaisante","Ne s'applique pas","Ne s'applique pas",NA,1,NA,NA,NA,NA,NA,"Télévision","Non","Assez","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Non","Moins d'une heure/jour",2,"Rarement","Twitter","Assez","Fortement d’accord",NA,"Fortement d’accord","Plutôt en désaccord","Pas très informé",1,0,"Un peu confiance","Pas confiance","Pas confiance","Oui","Oui",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarkozy",8,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"À aucune élection",NA,NA
"254",1992,28,"Salarié à temps partiel","Je ne sais pas / Préfère ne pas répondre)","Femme","Canada","Autre",1,"Secondaire / Collégiales / CEGEP / Lycée / DEP","Très important","oui, beaucoup","Canada",2,1,1,"QC",1,"classe ouvrière",1,1,"non","non","détérioré","Satisfait",2,"Satisfait",9,"Parti libéral","Les politiques sont adéquates, permettent à l'économie de rester stable","Un peu plus d'ouverture","Plutôt en désaccord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","Parti libéral","Peu répandue",10,7,"Ni bonne ni mauvaise opinion","détériorée","améliorée","Assez satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"Parti libéral",NA,1,"Plus importante",4,2,5,6,3,1,9,"Beaucoup",NA,3,"Assez satisfait","Grandement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Oui, totalement","Beaucoup confiance","Moyennement","Plutôt d’accord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement en désaccord","Fortement en désaccord","Plutôt en désaccord","Fortement d’accord",9,5,"Intéressé",7,"Manifestations, pétitions et vote","Non",10,3,4,1,2,"Ne s'applique pas","Peu satisfait","Tout à fait en faveur",0,8,10,0,6,0,0,"Télévision","Oui, plusieurs fois","Assez","Oui","Parti libéral",NA,"Réseaux sociaux","Un peu","Oui, ceux qui partagent les opinions","plus de 3 heures/jour",4,"Rarement","Facebook","Beaucoup","Assez en désaccord",NA,"Fortement d’accord","Assez en désaccord","Plutôt informé",10,8,"Un peu confiance","Beaucoup confiance","Beaucoup confiance","Non","Non",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Macron",5,"Ne pas voter","Voter pour ce parti quand même","Ni satisfait, ni insatisfait","J'irais probablement voter",10,"L'idéologie","Non","Oui",NA,"Bloc Québécois",NA
"255",1992,28,"Salarié à temps plein","$30,000 à $60,000","Femme","Autre",NA,1,"Secondaire / Collégiales / CEGEP / Lycée / DEP","Très important","oui, quelques-uns","Canada",2,1,1,"QC",2,"classe moyenne",1,1,"non","non","resté stable","Peu satisfait",1,"Peu satisfait",0,"Parti libéral","Les politiques sont mauvaises","Un peu plus d'ouverture","Plutôt en désaccord","Plutôt en désaccord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",NA,"Fortement d’accord","Assez en désaccord","Parti libéral","Pas du tout répandue",8,10,"Très bonne opinion","détériorée","resté stable","Peu satisfaisant","Grandement","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"Parti libéral",NA,1,"Beaucoup plus importante",6,4,5,3,2,1,10,"Beaucoup",NA,5,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Beaucoup confiance","Pas du tout","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",NA,"Fortement d’accord","Fortement d’accord",10,8,"désintéressé",10,"Le vote","Non",10,2,3,1,4,"Tout à fait","Satisfait","Ne s'applique pas",10,10,10,0,10,0,7,"Réseaux sociaux","Non","Beaucoup","Non",NA,NA,"journaux en ligne-papier","Oui","Oui, de tous bords politiques","1-2 heure/jour",3,"Souvent","Facebook","Pas du tout","Fortement d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Bien informé",0,10,"Moyennement confiance","Beaucoup confiance","Beaucoup confiance","Oui","Oui",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,"Macron",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie","Oui",NA,"Une élection sur deux","Parti conservateur",NA
"256",1992,28,"Salarié à temps plein","$30,000 à $60,000","Femme","Belgique",NA,1,"universitaire premier cycle","pas très important","non aucun","Belgique",1,2,1,NA,NA,"classe moyenne",1,1,"oui","oui","détérioré","Satisfait",1,"Satisfait",7,NA,"Les politiques sont adéquates, mais l'économie souffre","Un peu plus d'ouverture","Assez en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord",NA,NA,9,6,"Ni bonne ni mauvaise opinion","détériorée","détériorée","Peu satisfaisant","Grandement","Je vais davantage m’intéresser aux politiques proposées",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,"Un peu",NA,4,"Assez satisfait","Moyennement satisfait",NA,"Oui, mais de moins en moins","Confiance","Moyennement","Plutôt en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",8,4,"Indifférent",1,"pas sûr","Oui",7,NA,NA,NA,NA,"Pas vraiment",NA,NA,NA,6,NA,NA,NA,NA,NA,"Télévision","Oui, plusieurs fois","Assez","Non",NA,NA,"Famille","Un peu","Oui, ceux qui partagent les opinions","plus de 3 heures/jour",4,"Rarement","Facebook","Assez","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Pas très informé",6,7,"Un peu confiance","Un peu confiance","Un peu confiance","Non","Incertain",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macron",8,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais certainement voter",8,"Le candidat","Oui",NA,"À aucune élection",NA,NA
"257",1992,28,"Salarié à temps plein","$30,000 à $60,000","Homme","Autre",NA,1,"universitaire premier cycle","Très important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"non","non","resté stable","Très satisfait",1,"Très insatisfait",3,"Parti libéral","Les politiques sont idéales","Beaucoup plus d'ouverture","Plutôt d’accord","Fortement d’accord","Plutôt en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Fortement d’accord",NA,NA,"Fortement d’accord","Plutôt en désaccord","Parti libéral","Très répandue",11,10,"Plutôt bonne opinion","détériorée","améliorée","Très satisfaisant","Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Parti libéral",NA,"Parti libéral",NA,1,NA,4,5,3,6,2,1,10,"Beaucoup",NA,5,"Pas du tout satisfait","Pas du tout satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Oui, totalement","Pas confiance","Pas du tout","Fortement d’accord",NA,NA,"Fortement d’accord",NA,"Fortement d’accord","Fortement en désaccord","Fortement en désaccord","Fortement en désaccord","Fortement d’accord",9,10,"Indifférent",6,"Manifestations, pétitions et vote","Oui",10,2,3,1,4,"De manière satisfaisante","Satisfait","Plutôt en faveur",0,10,10,0,6,4,4,"Télévision","Oui, plusieurs fois","Beaucoup","Oui","Parti libéral",NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","plus de 3 heures/jour",4,"Systématiquement","Twitter","Beaucoup","Fortement d’accord",NA,"Assez en désaccord","Plutôt d’accord","Bien informé",10,10,"Moyennement confiance","Beaucoup confiance","Beaucoup confiance","Non","Non",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,"Hollande",10,"Ne pas voter","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",8,"L'idéologie",NA,NA,"À aucune élection","Parti conservateur",NA
"258",1992,28,"Salarié à temps plein","$60,000 à $90,000","Femme","France",NA,2,"universitaire deuxième cycle et plus","pas très important","oui, quelques-uns","France",1,2,1,NA,NA,"classe supérieure",1,1,"oui","oui","détérioré","Satisfait",2,"Satisfait",8,NA,"Les politiques sont adéquates, mais l'économie souffre","Moins d'ouverture","Assez en désaccord",NA,"Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord",NA,"Plutôt d’accord","Ni en accord, ni en désaccord","Je ne sais pas","Assez répandue",9,4,"Ni bonne ni mauvaise opinion","détériorée","resté stable","Assez satisfaisant","Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,"République en marche",NA,"Républicains",1,"Plus importante",5,4,6,1,3,2,7,"Un peu","Peu inquiet",8,"Assez satisfait","Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Assez en désaccord","Fortement d’accord","Fortement en désaccord","Fortement d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Fortement d’accord",8,7,"Intéressé",6,"Le vote","Non",8,2,3,1,4,"Tout à fait","Satisfait","Plutôt en défaveur",NA,10,NA,NA,NA,NA,NA,"Journaux","Non","Beaucoup","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Oui, ceux qui partagent les opinions","1-2 heure/jour",3,"Rarement","Twitter","Assez","Fortement d’accord",NA,"Plutôt en désaccord","Fortement en désaccord","Plutôt informé",5,10,"Un peu confiance","Beaucoup confiance","Beaucoup confiance","Non","Non",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarkozy",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","Satisfait","J'irais probablement voter",10,"L'idéologie","Non","Oui","Toutes les élections",NA,"France insoumise"
"259",1992,28,"Salarié à temps plein","$60,000 à $90,000","Homme","Autre",NA,1,"Secondaire / Collégiales / CEGEP / Lycée / DEP","assez important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"oui","oui","resté stable","Peu satisfait",1,"Peu satisfait",6,"NPD","Les politiques sont adéquates, mais l'économie souffre","Beaucoup plus d'ouverture","Assez en désaccord","Fortement d’accord","Ni en accord, ni en désaccord","Plutôt d’accord","Assez en désaccord","Assez en désaccord","Assez en désaccord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","Parti libéral","Peu répandue",1,0,"Ni bonne ni mauvaise opinion","détériorée","détériorée","Pas du tout satisfaisant","Moyennement","Je vais faire un bilan des politiques mises en place pendant le mandat ","NPD",NA,"NPD",NA,1,"Plus importante",1,4,5,3,6,2,0,"Beaucoup",NA,NA,"Assez satisfait",NA,NA,NA,"Confiance","Peu","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt en désaccord","Plutôt en désaccord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"260",1992,28,"Salarié à temps plein","Plus de $110,000","Femme","France",NA,2,"universitaire deuxième cycle et plus","pas très important","oui, quelques-uns","Canada",2,2,2,"QC",2,"classe supérieure",1,1,"non","non","resté stable","Satisfait",2,"Satisfait",6,NA,"Les politiques sont adéquates, mais l'économie souffre","Neutre","Plutôt en désaccord","Plutôt d’accord","Plutôt d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",NA,"Ni en accord, ni en désaccord","Assez en désaccord","Je ne sais pas","Peu répandue",11,10,"Plutôt bonne opinion","détériorée","détériorée","Peu satisfaisant","Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,NA,NA,NA,NA,"Plus importante",6,2,5,4,1,3,7,"Un peu",NA,5,"Assez satisfait",NA,"Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Moyennement confiance","Moyennement","Assez en désaccord","Plutôt d’accord","Assez en désaccord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord","Plutôt d’accord",7,4,"Peu intéressé",3,"Le vote","Non",7,2,1,4,3,"Ne s'applique pas","Ne s'applique pas","Ne s'applique pas",0,8,NA,NA,NA,NA,NA,"Journaux","Non","Peu","Non",NA,NA,"journaux en ligne-papier","Un peu","Non","Moins d'une heure/jour",2,"Rarement",NA,"Assez","Ni en accord, ni en désaccord",NA,"Assez en désaccord","Assez en désaccord","Plutôt informé",4,9,"Un peu confiance","Beaucoup confiance","Beaucoup confiance","Oui","Oui",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,"Non, mais la plupart du temps",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macron",6,"Choisir l'option la moins pire","Voter pour ce parti quand même","Tout à fait satisfait","J'irais certainement voter",4,"Le candidat","Oui",NA,"Une élection sur trois",NA,NA
"261",1992,28,NA,NA,"Homme",NA,NA,NA,"universitaire premier cycle","Très important","oui, beaucoup","France",2,2,2,NA,NA,"classe ouvrière",1,1,"non",NA,"détérioré","Peu satisfait",2,"Peu satisfait",6,"Parti libéral","Les politiques sont idéales","Beaucoup plus d'ouverture",NA,NA,NA,"Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord",NA,"Ni en accord, ni en désaccord","Plutôt en désaccord","Parti libéral","Assez répandue",7,5,"Ni bonne ni mauvaise opinion","détériorée","resté stable","Assez satisfaisant","Moyennement","Je vais faire un bilan des politiques mises en place pendant le mandat ",NA,"Parti socialiste",NA,NA,1,"Ni plus ni moins importante",NA,NA,NA,NA,NA,NA,8,"Beaucoup","Plutôt inquiet",6,"Peu satisfait","Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","Confiance","Peu","Ni en accord, ni en désaccord","Plutôt d’accord","Assez en désaccord","Plutôt d’accord","Fortement d’accord","Fortement d’accord","Plutôt d’accord","Ni en accord, ni en désaccord","Ni en accord, ni en désaccord","Plutôt d’accord",6,6,"Indifférent",6,"Aucun","Ne sais pas",6,NA,NA,NA,NA,"Ne s'applique pas","Ne s'applique pas","Sans opinion, neutre",NA,6,6,6,6,6,6,"Télévision","Non","Pas du tout","Non",NA,NA,"journaux en ligne-papier",NA,NA,"1-2 heure/jour",2,"Souvent","Autre","Pas du tout","Fortement d’accord",NA,"Plutôt en désaccord",NA,"Pas du tout informé",6,6,"Moyennement confiance","Moyennement confiance","Moyennement confiance","Oui","Incertain",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non, mais la plupart du temps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chirac",6,"Choisir l'option la moins pire","Ne pas voter","Ni satisfait, ni insatisfait","Je ne sais pas si je voterais",6,"L'idéologie","Oui",NA,"Toutes les élections",NA,"France insoumise"
